# pt,		eta,		phi		evtN
0.770257   	-0.976447   	3.11802   	1
0.543554   	0.743971   	3.12055   	1
0.951307   	-1.95648   	-3.01046   	1
0.632424   	-1.23593   	-3.05662   	1
0.577386   	1.3456   	-2.82144   	1
0.821959   	0.291293   	-2.71215   	1
0.844552   	-2.125   	-2.57328   	1
0.740782   	-1.24209   	-2.46114   	1
1.16394   	-0.145216   	-2.37093   	1
0.847356   	-1.50047   	-2.44351   	1
7.9078   	-1.64028   	-2.35116   	1
0.906603   	-1.42969   	-2.38486   	1
2.74516   	-0.688047   	-2.30453   	1
7.39188   	-1.65487   	-2.29811   	1
0.730796   	-1.48111   	-2.35668   	1
3.87116   	-1.6402   	-2.25844   	1
0.964146   	-1.72891   	-2.21859   	1
34.9131   	-1.64466   	-2.26345   	1
1.52111   	-1.4974   	-2.24417   	1
0.647356   	-0.00680573   	-2.12791   	1
0.949531   	-0.730898   	-2.1426   	1
0.849593   	-0.061448   	-2.22158   	1
0.950659   	-1.0281   	-2.21603   	1
5.90653   	-1.55222   	-2.15877   	1
1.46788   	-1.97433   	-2.11791   	1
0.92375   	-1.1766   	-1.99663   	1
1.55642   	-1.73648   	-2.00365   	1
0.72618   	-0.502706   	-1.86996   	1
2.0608   	-1.91497   	-1.75066   	1
2.27205   	-0.650114   	-1.70157   	1
0.709185   	1.50054   	-1.48057   	1
0.715567   	1.69835   	-1.42511   	1
1.12899   	-0.498763   	-1.12668   	1
1.73093   	-2.16078   	-1.15093   	1
1.24789   	-1.46365   	-0.934412   	1
2.08254   	-0.467653   	-0.646057   	1
1.32173   	-2.20523   	-0.543711   	1
0.800415   	-0.487642   	-0.517884   	1
0.60867   	-0.436834   	-0.354704   	1
0.796726   	-0.357055   	-0.345286   	1
3.45448   	-0.114184   	-0.373829   	1
1.63206   	0.137989   	-0.333772   	1
14.2349   	0.182443   	-0.241608   	1
6.15426   	0.195781   	-0.227707   	1
1.70708   	0.00458556   	-0.253231   	1
9.28203   	0.15516   	-0.203875   	1
0.637363   	-1.67879   	-0.243589   	1
0.491872   	1.19436   	-0.11073   	1
0.980857   	0.768978   	-0.0324827   	1
0.810929   	-0.451141   	0.0241797   	1
0.977184   	-2.22141   	0.0281233   	1
4.84591   	-2.02837   	0.141061   	1
0.908856   	0.805738   	0.278289   	1
3.4351   	-2.28728   	0.231629   	1
0.971328   	1.42026   	0.293261   	1
0.761934   	-2.21686   	0.235841   	1
1.76323   	-1.85247   	0.333146   	1
0.774971   	-1.03253   	0.379556   	1
2.53514   	-1.94857   	0.372972   	1
6.11334   	-1.50968   	0.444097   	1
0.469363   	0.855181   	0.364154   	1
0.549876   	-2.2176   	0.383316   	1
2.03561   	0.845512   	0.539066   	1
1.43702   	-0.874843   	0.554186   	1
0.935129   	-1.32374   	0.59565   	1
2.82461   	0.632398   	0.758021   	1
0.966445   	-0.381231   	0.894538   	1
0.946014   	-0.838332   	1.11029   	1
0.897847   	0.845218   	1.08513   	1
1.03211   	-0.567585   	1.45491   	1
0.577101   	0.236352   	1.5843   	1
0.702804   	0.413584   	1.49864   	1
2.24145   	0.698766   	1.69388   	1
0.777688   	-0.845212   	1.73211   	1
1.42653   	0.413838   	1.85389   	1
1.30237   	0.700981   	1.93035   	1
5.10043   	-0.759866   	1.97659   	1
0.863223   	1.2558   	2.03408   	1
0.628683   	0.298602   	1.9371   	1
0.549887   	1.93594   	2.08688   	1
1.20469   	-0.306109   	2.0059   	1
4.92062   	0.426037   	2.04802   	1
4.53976   	0.753101   	2.09388   	1
0.524703   	-0.286547   	2.26942   	1
