# pt,		eta,		phi		evtN
0.649735   	1.57992   	3.10373   	1
0.998345   	-0.674561   	-3.13809   	1
0.607407   	0.125769   	-3.11923   	1
0.512151   	-2.15016   	-3.08757   	1
0.635377   	0.00474219   	-2.93534   	1
0.584945   	-1.71046   	-2.98912   	1
2.54309   	-1.40469   	-2.86501   	1
0.896002   	0.521844   	-2.82327   	1
0.541012   	-0.0570313   	-2.72405   	1
0.514193   	-1.82257   	-2.67447   	1
0.836295   	-1.89206   	-2.63107   	1
0.8226   	-0.269099   	-2.55612   	1
0.665797   	-0.580598   	-2.65458   	1
1.36905   	0.764181   	-2.58482   	1
0.501907   	-0.323302   	-2.59022   	1
2.27522   	-0.263344   	-2.44068   	1
0.674734   	0.115887   	-2.47107   	1
0.459193   	0.749604   	-2.29133   	1
0.838627   	-1.58945   	-2.39984   	1
0.401863   	-1.12518   	-2.36229   	1
0.425858   	-1.65228   	-2.3612   	1
1.71136   	0.228998   	-2.13926   	1
1.2658   	1.80128   	-2.1786   	1
1.4672   	1.36422   	-2.1034   	1
1.70781   	1.37506   	-2.14694   	1
0.441082   	1.16294   	-1.94467   	1
1.54233   	-1.54461   	-1.9986   	1
0.887997   	-0.0496484   	-1.96449   	1
0.391231   	-2.25602   	-1.74621   	1
0.570876   	-0.556961   	-1.77667   	1
0.908041   	-0.324396   	-1.74065   	1
0.692588   	-0.519044   	-1.55349   	1
1.30764   	0.816353   	-1.45151   	1
0.45655   	0.840982   	-1.47363   	1
0.768825   	-0.608397   	-1.21827   	1
79.2773   	0.353464   	-1.26233   	1
0.490903   	-1.0505   	-1.34329   	1
11.3985   	0.430834   	-1.21917   	1
0.747281   	-1.07181   	-1.13   	1
0.997275   	0.101428   	-1.10561   	1
0.438581   	-0.0998002   	-1.15365   	1
0.934013   	-0.767995   	-1.09704   	1
1.251   	0.234509   	-1.05926   	1
1.11085   	-0.189079   	-1.03109   	1
1.16705   	-1.87996   	-0.94016   	1
1.27773   	1.32221   	-0.886247   	1
0.648493   	-1.90041   	-0.961255   	1
1.01364   	-1.33622   	-0.906022   	1
